Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Poesía completa","Pizarnik, Alejandra",7503,3427,3326,CG,"A861 PIZ",,,0,0,
"Poesía Río Negro",,7535,3459,3326,CG,"A861 POE",,,0,0,
"Poesía Necesaria:Antología 1","Lima Quintan, Hamlet",10905,4195,3326,,"A861 QUI",,,0,0,
Desalojo,"Saracho, Marcela A.",7582,3506,3326,CG,"A861 SAR",,,0,0,
Desalojo,"Saracho, Marcela Alejandra",11770,5145,3326,Poesía,"A861 SAR",,,0,0,
"Llueve sobre el exilio","Soriano, Pecas",11.082,4324,3326,,"A861 SOR",,,0,0,
"Como solo la muerte es pasajera","Szpunberg, Aberto",10944,4191,3326,,"A861 SZP",,,0,0,
"Obra Completa","Temperley, Héctor",12286,6090,3326,Poesía,"A861 TEM",,,0,0,
"La rebelión de la muda","Urtubey, Silvia",11991,6064,3326,Poesía,"A861 URT",,,0,0,
"A la madre","Walsh, María Elena",7797,3720,3326,CG,"A861 WAL",,,0,0,
"El otro judas","Castillo, Abelardo",10923,4192,3326,,A862,,,0,0,
"Historia del teatro argentinos en Buenos Aires",,7525,3449,3326,CG,"A862.09 HIS",,,0,0,
"Hacia un teatro esencial","Alsina, Carlos",11593,5975,3326,Tatro,"A862 ALS",,,0,0,
"Antología de obras de teatro argentino desde sus orígenes a la actualidad",,12132,5840,3326,Tatro,"A862 ANT",,,0,0,
"Dramaturgos argentinos en el exterior  ","Botto, Diego",11575,4820,3326,Tatro,"A862 BOT",,,0,0,
"Dramaturgos argentinos en el exterior","Botto, Diego",12300,6076,3326,Tatro,"A862 BOT",,,0,0,
"Seis Comedias serias","Bruza, Rafael",12136,5836,3326,Tatro,"A862 BRU",,,0,0,
"La lechera","Correo, Carlos",12134,5842,3326,Tatro,"A862 COR",,,0,0,
"Yo, Encarnación Ezcurra","Escofet, Cristina",12133,5841,3326,Tatro,"A862 ESC",,,0,0,
"La carnicería Argentina","Farace, Ariel",11579,4821,3326,Tatro,"A862 FAR",,,0,0,
"Antología de obras de teatro argentino desde sus orígenes  a la actualidad","De Filippis Novoa, F","862 FIL",5963,3326,Tatro,"A862 FIL",,,0,0,
"Teatro 7","Gambaro, Griselda",7519,3443,3326,CG,"A862 GAM",,,0,0,
"Teatro Reunido 2","Gambaro, Griselda",9855,5964,3326,Tatro,"A862 GAM",,,0,0,
"Teatro reunido 3","Gambaro, Griselda",9856,5965,3326,Tatro,"A862 GAM",,,0,0,
"Teatro reunido 4","Gambaro, Griselda",9857,5966,3326,Tatro,"A862 GAM",,,0,0,
"Doble Raíz","Goloboff, Leandro",10648,4823,3326,Tatro,"A862 GOL",,,0,0,
"Los prójimos","Gorostiza, Carlos",7513,3437,3326,CG,"A862 GOR",,,0,0,
"Sacco y Vanzetti","Kartun, Mauricio",7479,3403,3326,CG,"A862 KAR",,,0,0,
"Memorias de un titiritero latinoamericano","Di Mauro, Eduardo",12297,6079,3326,Tatro,"A862 MAU",,,0,0,
"15º concurso Nacional de Obras de Teatro","Rodríguez, Laura",10653,4829,3326,Tatro,"A862 ROD",,,0,0,
"14º Concurso nacional de Obras de Teatro","Saba, Mariano",10650,4822,3326,Tatro,"A862 SAB",,,0,0,
"Títeres para niños y adultos","Sánchez, Luis",11577,4817,3326,Tatro,"A862 SAN",,,0,0,
"Títeres para niños y adultos","Sánchez Vera, Luis Alberto",12299,6077,3326,Tatro,"A862 SAN",,,0,0,
"Antología de obras de teatro argentino","Soria, Ezequiel",11566,5969,3326,Tatro,"A862 SOR",,,0,0,
"Teatro 19",,12130,5837,3326,Tatro,"A862 TEA",,,0,0,
"Teatro 20",,12129,5833,3326,Tatro,"A862 TEA",,,0,0,
"Teatro 21",,12137,5835,3326,Tatro,"A862 TEA",,,0,0,
"Todo tendría sentido si no existiera la muerte","Tenconi, Mariano",12135,5834,3326,Tatro,"A862 TEN",,,0,0,
"El pensamiento vivo de Oscar Fessler","Tríbulo, Juan Antonio",10647,4824,3326,Tatro,"A862 TRI",,,0,0,
"El pensamiento vivo de Oscar Fessler","Tríbulo Juan",10649,4830,3326,Tatro,"A862 TRI",,,0,0,
"16º Concurso Nacional de obras de teatro","Trotta, Héctor",11573,5974,3326,Tatro,"A862 TRO",,,0,0,
"La sentencia","Varga, Dinko",7581,3505,3326,CG,"A862 VAR",,,0,0,
"La deriva","Veronese, Daniel",7478,3402,3326,CG,"A862 VER",,,0,0,
"Títeres de la andariega","Villafañe, Javier",10756,4236,3326,,"A862 VIL",,,0,0,
"Yo era una chica moderna","Aira, César",11830,5162,3326,Juvenil,"A863  AIR",,,0,0,
"La Apropiación","Apolo, Ignacio",11835,5175,3326,Novelas,"A863 APO",,,0,0,
"El mar y la serpiente","Bombara, Paula",11848,5167,3326,Juvenil,"A863 BOM",,,0,0,
"La chica pájaro","Bombara, Paula",11858,5153,3326,,"A863 BOM",,,0,0,
"La verdad silenciada","Del Pópolo, Carolina",11803,5151,3326,Novelas,"A863 DEL",,,0,0,
Clandestinidad,"Dessal, Gustavo",11831,5158,3326,Novelas,"A863 DES",,,0,0,
"El Caso Anne","Dessal, Gustavo",11791,5181,3326,,"A863 DES",,,0,0,
"Relatos en Patagonia","Dobreé, Pedro",11716,5136,3326,Cuentos,"A863 DOB",,,0,0,
"El espíritu oculto","Fachini, Mirta",11794,5150,3326,Novelas,"A863 FAC",,,0,0,
"Caídos del mapa XII","Falconi, María Inés",11839,5160,3326,Juvenil,"A863 FAL",,,0,0,
"El secreto del tanque de agua","Falconi, María",8524,5188,3326,,"A863 FAL",,,0,0,
"Esclava blanca","Ferrari, Carola",11795,5148,3326,Novelas,"A863 FER",,,0,0,
"La tierra inquieta",,11915,5207,3326,,"A863 GOR",,,0,0,
"El suicidio del Creador","Peña Fernandez, Héctor Hernán",11710,5137,3326,Novelas,"A863 PEÑ",,,0,0,
"Ana Cuenta","Pérez, Ofelia Elisa",11772,5147,3326,Poesía,"A863 PER",,,0,0,
"Nadie te creería","Pescetti, Luis María",8149,5186,3326,,"A863 PES",,,0,0,
"Diario de un viaje imposible","Shua, Ana María",8525,5189,3326,Juvenil,"A863 SHU",,,0,0,
"Un nudo en la garganta","Siemens, Sandra",11857,5155,3326,,"A863 SIE",,,0,0,
"Cuatro Relatos","Spangaro, Yanina",11723,5135,3326,Cuentos,"A863 SPA",,,0,0,
"La aldovranda en el mercado","Wolf, Ema",8867,5117,3326,"Sector infantil","A863 WOL",,,0,0,
"El atroz encanto de ser argentino","Aguinis, Marcos",7878,3801,3326,CG,"A864 AGU",,,0,0,
"El atroz encanto de ser argentino 2","Aguinis, Marcos",8505,4392,3326,,"A864 AGU",,,0,0,
"Los Anarquistas: Expropiadotres","Bayer, Osvaldo",9119,4390,3326,,"A864 BAY",,,0,0,
"No me hubiera gustado morir en los 90","Bleichmar, Silvia",7612,3536,3326,CG,"A864 BLE",,,0,0,
"Superar la inmediatez","Bleichmar, Silvia",8948,4389,3326,,"A864 BLE",,,0,0,
"Borges Total","Pickenhayn, Jorge",188,6024,3326,Ensayos,"A864 BOR",,,0,0,
Conspiraciones,"Campanna, Pablo",8961,4394,3326,,"A864 CAP",,,0,0,
"Hacia una teoría general sobre los hijos de puta","Cereijido, Marcelino",12284,6056,3326,Ensayos,"A864 CER",,,0,0,
"Estética del lector","Clemente, José",191,5597,3326,Ensayos,"A864 CLE",,,0,0,
"El reino de las mujeres","Coler, Ricardo",7699,3622,3326,CG,"A864 COL",,,0,0,
"Imaginario del paraíso","Colombres, Adolfo",10933,4293,3326,,"A864 COL",,,0,0,
"Sobre la lectura y el arte popular","Colombres, Adolfo",8951,4401,3326,,"A864 COL",,,0,0,
"Clases de Literatura","Cortázar, Julio",10319,5671,3326,Ensayos,"A864 COR",,,0,0,
"Cara y cruz de la literatura infantil","Díaz Rönner, María Adelia",7595,3519,3326,CG,"A864 DIA",,,0,0,
"Atreverse a escribir","Di Marco, Marcelo",7455,3379,3326,CG,"A864 DIM",,,0,0,
"Confluencias, dramaturgias serranas","Farace, Ariel",11568,4815,3326,Tatro,"A864 FAR",,,0,0,
"Historia de los judios argentinos","Feierstein, Ricardo",7531,3455,3326,CG,"A864 FEI",,,0,0,
"La Pampa habla","Franco, Luis",10074,4422,3326,,"A864 FRA",,,0,0,
"Felipe Varela y la lucha por la union latinoamericana","Galasso, Norberto",9796,4486,3326,,"A864 GAL",,,0,0,
"Verdades y mitos del bicentenario","Galasso, Norberto",8957,4483,3326,,"A864 GAL",,,0,0,
Miradas,"Gelman, Juan",7819,3742,3326,CG,"A864 GEL",,,0,0,
"Volver a leer","Giardinelli, Mempo",7601,3525,3326,CG,"A864 GIA",,,0,0,
"La huella inquieta de Osvaldo Dragún","González, Adys",10651,4825,3326,Tatro,"A864 GON",,,0,0,
Perón,"González, Horacio",8074,5570,3326,Ensayos,"A864 GON",,,0,0,
"Escritos inéditos","Jauretche, Arturo",7437,3361,3326,CG,"A864 JAU",,,0,0,
"Política nacional y revisionismo histórico","Jauretche, Arturo",8710,5600,3326,Ensayos,"A864 JAU",,,0,0,
"Cartografía personal","Lafforgue, Jorge",8991,5559,3326,Ensayos,"A864 LAF",,,0,0,
"Explicar la Argentina","Lafforgue, Jorge",8990,5558,3326,Ensayos,"A864 LAF",,,0,0,
"Literatura infantil","Machado, Ana María",7196,3120,3326,CG,"A864 MAC",,,0,0,
"Literatura infantil","Machado, Ana María",7458,3382,3326,CG,"A864 MAC",,,0,0,
"La excepcionalidad argentina","Massot, Vicente",8623,4500,3326,,"A864 MAS",,,0,0,
"Narrar después","Mercado, Tununa",7506,3430,3326,CG,"A864 MER",,,0,0,
"Ese ajeno sur","Minieri, Ramón M.",7534,3458,3326,CG,"A864 MIN",,,0,0,
"Un país 30 años",,7597,3521,3326,CG,"A864 PAI",,,0,0,
"Chacareros pampeanos","Palacio, Juan Manuel",11924,5202,3326,,"A864 PAL",,,0,0,
"Me voy a vivir al sur","Peluffo, Luisa",7112,3036,3326,CG,"A864 PEL",,,0,0,
"Entre Dichos","Pigna, Felipe",8399,4534,3326,,"A864 PIG",,,0,0,
"Historietas a diario","Prunes, Mariano",8980,4531,3326,,"A864 PRU",,,0,0,
"La España que conquistó el Nuevo Mundo","Puiggrós , Rodolfo",7475,3399,3326,CG,"A864 PUI",,,0,0,
"Retazos de memoria",,5307,4616,3326,,"A864 RET",,,0,0,
"Ideas Falsas","Rozitchner, Alejandro",12292,6084,3326,Ensayos,"A864 ROZ",,,0,0,
"Perdidos en el espacio","Sagasti, Luis",12154,5831,3326,Ensayos,"A864 SAG",,,0,0,
"El hombre que está solo y espera","Scalabrini Ortiz, Raúl",7925,3848,3326,CG,"A864 SCA",,,0,0,
"La otra lectura","Schritter, Istvan",7594,3518,3326,CG,"A864 SCH",,,0,0,
"Aprender a escribir","Steimberg, Alicia",7600,3524,3326,CG,"A864 STE",,,0,0,
"Veinte años de poesía Argentina","Urondo, Francisco",10389,4257,3326,,"A864 URO",,,0,0,
"Literatura argentina y política","Viñas, David",7573,3497,3326,CG,"A864 VI",,,0,0,
"Literatura argentina y política","Viñas, David",7574,3498,3326,CG,"A864 VI",,,0,0,
"Indios, ejército y frontera","Viñas, David",8082,4877,3326,,"A864 VIÑ",,,0,0,
"Humor y la dictadura","Cascioli, Andrés",7472,3396,3326,CG,"A867 CAS",,,0,0,
"Inodoro Pereyra 29","Fontanarrosa, Roberto",7166,3090,3326,CG,"A867 FON",,,0,0,
Oops,Liniers,8195,6023,3326,Historieta,"A867 LIN",,,0,0,
"Poemas y canciones","Walsh, Maria Elena",10848,4205,3326,,"A 861 WAL",,,0,0,
"Teatro Reunido 1","Gambaro, Griselda",9854,5967,3326,Tatro,"A 862",,,0,0,
"Tierra del fuego","Diament, Mario",11402,4365,3326,,"A 862",,,0,0,
"Antología de obras de teatro argentino desde sus orígenes hasta la actualidad","Ghiraldo, Alberto",11564,4814,3326,Tatro,"A 862 GHI",,,0,0,
"Obras reunidas","González, Soledad",11561,4811,3326,Tatro,"A 862 GON",,,0,0,
"Vagos y mal entretenidos","Gori, Gastón",5471,5684,3326,Novelas,"A 864",,,0,0,
"Cuadernos de todo y nada","Fernández, Macedonio",208,5560,3326,Ensayos,"A 868 FER",,,0,0,
"De noche en la calle","Lago, Angela",10793,5118,3326,"Sector infantil","B869 LAG",,,0,0,
"Cerca del Corazón","Lispector, Clarice",11828,5169,3326,Novelas,"B869 LIS",,,0,0,
"El guardiàn del ùltimo fuego","Bajo, Cristina",8386,3914,3326,,BAJ,,,0,0,
"La luz y los colores","Bardes Carla",10858,5434,3326,,BAR,,,0,0,
"El amor,las mujeres y la vida","Benedetti, Mario",8164,3910,3326,,ben,,,0,0,
"La rosa de los vientos","Bombara, Paula",9143,3918,3326,,BOM,,,0,0,
"Células de identidad","Braceli, Rodolfo",11490,4388,3326,,"BRA 070.4",,,0,0,
"Ocho escritores por ocho periodistas",Avellaneda,1370,5034,3326,BOG,"Bs AVE",,,0,0,
"Grandes poetas","Plaja, Serrano",3065,5088,3326,Biografías,"Bs SER",,,0,0,
"Vivir para contarla","García Márquez, Gabriel",6476,2160,3326,Biografías,"B 920 GAR",,,0,0,
"Macedonio Fernández","Abós, Alvaro",7496,3420,3326,CG,"B ABO",,,0,0,
"Pequeñas epifanías","Abreu, Caio Fernando",8975,5030,3326,BOG,"B ABR",,,0,0,
"Ingenieros. Ciudadano de la juventud","Agosti, Héctor",1605,5105,3326,Biografías,"B AGO",,,0,0,
"Al Capone","Roeburt, John",6834,2730,3326,CG,"B ALC",,,0,0,
"Salvador Allende, La revolución desarmada","Etcheverri, Catriel",12070,5850,3326,Biografías,"B ALL",,,0,0,
"Carlos Gardel","Alvarez, Eliseo",2910,763,3326,SALA,"B ALV",,,0,0,
"Julio Payro","Negri, Tomas Alva",0319,5085,3326,Biografías,"B ALV",,,0,0,
"Hannah Arendt: El amor y la libertad","Daverio, Andrea",12085,5851,3326,Biografías,"B ARE",,,0,0,
"Queridos filipipones","Inzillo, Carlos",1703,6022,3326,Biografías,"B ARI",,,0,0,
"Mi vida de Orinoca al palacio quemado","Morales Ayma, Evo",10947,4194,3326,,"B AYM",,,0,0,
"Rafael Barrett","Etcheverri, Catriel",12158,5846,3326,Biografías,"B BAR",,,0,0,
"Marta Argerich","Bellamy, Olivier",10408,5021,3326,BOG,"B BEL",,,0,0,
"Vivencias de un soldado","Blanco, Francisco",3152,5029,3326,BOG,"B BLA",,,0,0,
Tato,"Bores, Tato",8919,5025,3326,BOG,"B BOR",,,0,0,
"Domingo Faustino Sarmiento","Botana, R. Natalio",4687,5071,3326,Biografías,"B BOT",,,0,0,
"Mercedes Sosa La negra","Braceli, Rodolfo",8903,5018,3326,BOG,"B BRA",,,0,0,
"Mis memorias","Bullrich, Silvina",6257,1854,3326,Biografías,"B BUL",,,0,0,
"Violencia revolucionaria","Burton, Anthony",5068,2649,3326,Biografías,"B BUR",,,0,0,
"El patrón","Cañon M., Luis",5887,998,3326,SALA,"B CA",,,0,0,
"Ramón Carrillo el fundador del sanitarismo nacional","Alzugaray, Rodolfo A. ",8382,5054,3326,Biografías,"B CAR",,,0,0,
"En marcha con Fidel","Núñez Jímenez, Antonio",11631,5075,3326,Biografías,"B CAS",,,0,0,
"La vuelta de José Hernández","Chavez, Fermin",1609,5082,3326,Biografías,"B CHA",,,0,0,
"Tomas Moro","Chambers, R. W.",1980,5022,3326,BOG,"B CHA",,,0,0,
"Che Guevara para principiantes","Sinay, Sergio",7807,3730,3326,CG,"B CHE",,,0,0,
"William Cobbett","Chesterton, G. ",4260,5131,3326,Biografías,"B CHE",,,0,0,
"Che Guevara ","Constenla, Julia",7614,3538,3326,Biografías,"B CON",,,0,0,
"Cortázar para principiantes","Polimeni, Carlos",7805,3728,3326,CG,"B COR",,,0,0,
"Carolina Muzzilli","Cosentino, José Armagno",6712,2569,3326,CG,"B COS",,,0,0,
"Biblioteca Popular y Centro Cultural. "" Nicolás Avellaneda""","Cricco, Omar N. ",8656,5083,3326,Biografías,"B CRI",,,0,0,
"Historias de filósofos","Da Silveira, Pablo",7136,3060,3326,Biografías,"B DAS",,,0,0,
"Leonardo da Vinci, un adelantado en la ciencia y el arte","Ulapes, Ángel",7076,3000,3326,CG,"B DAV",,,0,0,
"Breve resumen del descubrimiento y destruición de las indias","De las Casas, Bartolome",6668,2443,3326,CG,"B DEL",,,0,0,
"Lawrence de Arabia","Dooley, Elliot",597,1235,3326,SALA,"B DOO",,,0,0,
"Eva Perón ","Dujovne Ortiz, Alicia",6224,1810,3326,Biografías,"B DUJ",,,0,0,
"Isadora Duncan","Renard, Cora",12165,5899,3326,Biografías,"B DUN",,,0,0,
"Umberto Eco","Tello, Nerio",12098,5864,3326,Biografías,"B ECO",,,0,0,
"Non omnis moriar","Schilken, Fabiola Tarnassi de",5412,5124,3326,Biografías,"B EST",,,0,0,
Yrigoyen/1,"Etchepareborda, Roberto",5004,2485,3326,CG,"B ETC",,,0,0,
Yrigoyen/2,"Etchepareborda, Roberto",5005,2486,3326,CG,"B ETC",,,0,0,
"El león","Cavanna, Estebán",10426,5983,3326,Biografías,"B FAB",,,0,0,
"Tennessee Williams","Falk, Signi",4036,5092,3326,Biografías,"B FAL",,,0,0,
"Julio César","Farinacci, Enrico",591,1639,3326,SALA,"B FAR",,,0,0,
"Vida y pasión de grandes mujeres","Felder, Elsa",11404,4352,3326,,"B FEL",,,0,0,
Nietzsche,"Frenzel, Ivo",451,762,3326,Biografías,"B FRE",,,0,0,
"Carlos Pellegrini","Gallo, Ezequiel",4686,5072,3326,Biografías,"B GAL",,,0,0,
"Don Hipólito","Galasso, Norberto",10360,5019,3326,BOG,"B GAL",,,0,0,
"Ernesto Guevara de la Serna","Galasso, Norberto",10895,4291,3326,Biografías,"B GAL",,,0,0,
"García Márquez para principiantes","Solanet, Mariana",7808,3731,3326,CG,"B GAR",,,0,0,
Gardel,"Barsky, Julián",7948,5129,3326,Biografías,"B GAR",,,0,0,
"La voz de Las Pampas. Mariano Moreno de Buenos Aires","Garwood, Ellen",4263,5084,3326,Biografías,"B GAR",,,0,0,
"Antonio Di Benedetto","Gélos, Natalia",11948,5518,3326,,"B GEL",,,0,0,
"Dos veces 10","Romano, Miguel",12147,5832,3326,Biografías,"B GIN",,,0,0,
"Madre y maestra","Giúdici, María Pía",3401,5040,3326,Biografías,"B GIU",,,0,0,
"Julio Cortázar ","Goloboff, Mario",5820,44,3326,CG,"B GOL",,,0,0,
"Leer Cortázar","Goloboff, Mario",10979,5106,3326,Biografías,"B GOL",,,0,0,
"Hombres de nuestra tierra. Sarmiento","González Arrili, Bernardo",1025,5130,3326,Biografías,"B GON",,,0,0,
Reflexiones,"Gorriti, Juan Ignacio de",2440,2139,3326,CG,"B GOR",,,0,0,
"Las aventuras de Alfonsina Storni","Grau, Silvia",5705,5348,3326,,"B GRA",,,0,0,
"El otro y su doble","Greene, Graham",6550,2248,3326,,"B GRE",,,0,0,
"Jaime de Nevares, último viaje",,2676,5089,3326,Biografías,"B GUA",,,0,0,
"Celia, la madre del Che","Constenla, Julia",8291,5120,3326,Biografías,"B GUE",,,0,0,
"Che Guevara","Brienza, Hernán",11258,5987,3326,Biografías,"B GUE",,,0,0,
"Che inmortal","Vicat, MAriana",10058,5076,3326,Biografías,"B GUE",,,0,0,
"La revolución ","Guevara , Ernesto Che",6243,1829,3326,"SALA ","B GUE",,,0,0,
"Dr. José María Guido: un desconocido dirigente político patagónico","Cardone, Eduardo Hugo",5430,5069,3326,Biografías,"B GUI",,,0,0,
"Jorge Guinzburg","Paredero, Hugo",12074,5828,3326,Biografías,"B GUI",,,0,0,
Shakespeare,"Halliday, F. E. ",0531,5099,3326,Biografías,"B HAL",,,0,0,
"Alicia Moreau de Justo","Henault, Mirta",5135,2488,3326,CG,"B HEN",,,0,0,
"Howard Hughes los años ocultos","Phelan, James",3607,5038,3326,BOG,"B HUG",,,0,0,
Darwin,"Huxley, Sir Julian",0449,5123,3326,Biografías,"B HUX",,,0,0,
"Dolores Ibárruri","Cistaro, Laura",12069,5824,3326,Biografías,"B IBA",,,0,0,
"Washington Irving","Seton, Anya",1853,5048,3326,Biografías,"B IRV",,,0,0,
"Pantalones cortos","Jauretche, Arturo",6854,2750,3326,Biografías,"B JAU",,,0,0,
"Rodolfo Walsh","Jozami, Eduardo",7613,3537,3326,CG,"B JOZ",,,0,0,
Juarez,"Monte, Alfredo",1052,5053,3326,Biografías,"B JUA",,,0,0,
"Frida Kahlo","Jamís, Rauda",5782,5985,3326,Biografías,"B KAH",,,0,0,
"Fidel para principiantes","Kohan, Néstor Boris",11340,5347,3326,,"B KOH",,,0,0,
"Lisandro de la Torre","Larra, Raúl",6689,2471,3326,Biografías,"B LAR",,,0,0,
"El diablo cojuelo- La vida del Lazarillo de Tormes",Anónimo,2978,5047,3326,Biografías,"B LAZ",,,0,0,
"El secreto de los genios","Lebedinsky, Mauricio",8405,5078,3326,Biografías,"B LEB",,,0,0,
Alvear,"Luna, Félix",6566,2283,3326,Biografías,"B LUN",,,0,0,
"Rosa Luxemburgo","Torres, Patricia",12032,5986,3326,Biografías,"B LUX",,,0,0,
"José María Rosa El historiador del pueblo","Mansos, Enrique",8722,5017,3326,BOG,"B MAN",,,0,0,
"Margarita Barrientos","Montero, Luciana",11939,5528,3326,Biografías,"B MAN",,,0,0,
"Mis memorias y otros escritos","Mansilla, Lucio V.",2391,2213,3326,CG,"B MAN",,,0,0,
"El príncipe Maquiavelo comentado","Nourrisson, J. F. ",5765,5052,3326,Biografías,"B MAQ",,,0,0,
"Farabundo Martí","Brienza, Hernán",12162,5848,3326,Biografías,"B MAR",,,0,0,
"Gabriel García Márquez","Cravino, Graciela",12164,5844,3326,Tatro,"B MAR",,,0,0,
"José Martí, la primera revolución","Noble, Cristina",12163,5845,3326,Biografías,"B MAR",,,0,0,
"Palabras con Leopoldo Marechal","Andres, Alfredo",1567,5033,3326,BOG,"B MAR",,,0,0,
"Marshall  Meyer","Rosemberg, Diego",12072,5826,3326,Biografías,"B MEY",,,0,0,
"César Milstein","Sinay, Ximena",12093,5827,3326,Biografías,"B MIL",,,0,0,
"Cardenal Mindszenty. Memorias","Cardenal Mindszenty",3460,5081,3326,Biografías,"B MIN",,,0,0,
"Sarmiento. Síntesis cronológica de su vida","Pico, Amelia",593,5087,3326,Biografías,"B MIN",,,0,0,
"Las cuentas del gran capitán","Mitre, Bartolomé",2428,2923,3326,CG,"B MIT",,,0,0,
"Tina Modotti","Espinosa, Patricia",12146,5830,3326,Biografías,"B MOD",,,0,0,
"Introducción al conocimiento de la ingeniería genética","Márquez, Aníbal R.",6157,1632,3326,SALA,"B MR",,,0,0,
"Entre dos fuegos","De Biase, Martín",8719,5108,3326,Biografías,"B MUG",,,0,0,
"Mi hermana y yo","Nietzsche, Federico",7170,3094,3326,Biografías,"B NIE",,,0,0,
"Luis Carlos Prestes","Noble, Cristina",12157,5900,3326,Biografías,"B NOB",,,0,0,
"El Chaqueño Palavecino y su...",,7918,3841,3326,CG,"B PAL",,,0,0,
"Memoria de papel","Peña Lillo, Arturo",8009,5126,3326,Biografías,"B PEÑ",,,0,0,
"Correspondencia- Tomo 1","Pavon Pereyra, Enrique",3368,5051,3326,Biografías,"B PER",,,0,0,
"Perón. Imágenes gráficas para la historia de los argentinos.","Pérez, Antonio",2619,5070,3326,Biografías,"B PER",,,0,0,
"Perón: Exilio, resistencia, retorno y muerte: 1955-1974","Galasso, Norberto",7986,5058,3326,Biografías,"B PER",,,0,0,
"Perón: Formación, ascenso y caída: 1893-1955","Galasso, Norberto",7985,5057,3326,Biografías,"B PER",,,0,0,
"Perón: La construcción de un ideario","Piñeiro Iñíguez, Carlos",10220,5073,3326,Biografías,"B PER",,,0,0,
"Últimas noticias de Perón y su tiempo","García Lupo, Rogelio",8021,5125,3326,Biografías,"B PER",,,0,0,
"Cien hombres que en cien años forjaron la Argentina ","Pinedo, Enrique",6585,2302,3326,CG,"B PIN",,,0,0,
Blackie,"Pomeraniec, Hinde",12039,5981,3326,Biografías,"B POM",,,0,0,
"José Ingenieros su vida y su obra","Ponce, Anibal",11487,5079,3326,Biografías,"B PON",,,0,0,
"En primera persona",,7121,3045,3326,CG,"B PRI",,,0,0,
"Aime Paine","Rafanelli, Cristina",9772,5697,3326,Biografías,"B RAF",,,0,0,
"Horacio Giberti","Ramírez, Diego",12265,6032,3326,Biografías,"B RAM",,,0,0,
"Recordando a Tuñón","Orgambide, Pedro",5299,5086,3326,Biografías,"B REC",,,0,0,
"Haroldo Conti. Biografía de un cazador",,11029,5067,3326,Biografías,"B RES",,,0,0,
"Tiestos dispersos","Rex González, Alberto",7117,3041,3326,CG,"B REX",,,0,0,
"Belisari Roldan","Gallone, Osvaldo",5359,5122,3326,Biografías,"B ROL",,,0,0,
"viajes e impresiones","Romero, Enrique",3445,5090,3326,Biografías,"B ROM",,,0,0,
"Pascual Contursi","Ruiz de los Llanos, Gabriel",4294,5091,3326,Biografías,"B RUI",,,0,0,
"Milagro Sala Jallalla","Russo, Sandra",8944,5020,3326,BOG,"B RUS",,,0,0,
"Lou Andreas Salomé","Escales, Vanina",12159,5853,3326,Biografías,"B SAL",,,0,0,
"Augusto Sandino, Un jinete contra el imperio","Noble, Cristina",12161,5849,3326,Biografías,"B SAN",,,0,0,
"Seamos libres y lo demás no importa nada","Galasso, Norberto",8731,5127,3326,Biografías,"B SAN",,,0,0,
